genomeID	total_CDS_count	unique_CDS_count	genome_size	CDS_bases	CDS_frac	NC_bases	NC_frac	J	A	K	L	B	D	Y	V	T	M	N	Z	W	U	O	X	C	G	E	F	H	I	P	Q	R	S	noCOG
GCF_028753015	3421	3419	3875850	3497501	0.902383	378349	0.09761704	184.583333333333	0	178.833333333333	119.833333333333	0	31.3333333333333	0	79	170	235.333333333333	13.5	4	0.5	39.1666666666667	130.5	12.6666666666667	110.833333333333	93.5833333333333	145.333333333333	57.5	117.083333333333	108	124.583333333333	36.25	206.583333333333	92	1130
GCF_055387175	8451	8356	9191646	7729853	0.840965	1461793	0.159035	245.416666666667	0	485.833333333333	193.833333333333	0	45.5	0	203.5	403.166666666667	380	78	0	22	102.333333333333	270.833333333333	140.833333333333	444.333333333333	416.833333333333	647.083333333333	104.5	290.916666666667	439	384.833333333333	171.25	532	325	2124
GCF_046605435	2406	2376	2851784	2384667	0.8362018	467117	0.1637982	177.833333333333	0	80.3333333333333	94.3333333333333	0	24.6666666666667	0	59.5	59.6666666666667	194.166666666667	10.1666666666667	3	0.666666666666667	29.1666666666667	106	47.5	87	55	119	58.5	115	83	87	21	118.5	59	716
GCF_046605545	2426	2398	2851117	2402983	0.8428216	448134	0.1571784	182.333333333333	0	82.3333333333333	93.8333333333333	0	25.1666666666667	0	62	59.6666666666667	196.666666666667	10.1666666666667	2.5	0.666666666666667	30.1666666666667	108	49	86	52	120.5	58	115	86.5	85	21.5	121	58	720
GCF_052422725	2810	2738	3359705	2864255	0.8525317	495450	0.1474683	191.083333333333	0	89.3333333333333	110.833333333333	0	26.3333333333333	0	64.5	62.5	193.833333333333	15.1666666666667	2	1.16666666666667	30.1666666666667	123	70	100	61.3333333333333	134.583333333333	55.5	135.75	82.5	103.333333333333	22.75	160.333333333333	56	918
GCF_000833535	1781	1657	1892789	1548823	0.8182756	343966	0.1817244	184.333333333333	1	52.3333333333333	70.8333333333333	0	21.5	0	38.5	23.5	118	11.5	0.5	6.5	23	66.5	108	85	84.8333333333333	122.166666666667	60	86.3333333333333	64.8333333333333	65.5	8.5	72.8333333333333	39	366
GCF_051048185	1688	1564	1892057	1452286	0.7675699	439771	0.2324301	181.583333333333	1	42.8333333333333	65.8333333333333	0	21	0	28.5	22.5	114	9.66666666666667	0.5	4.66666666666667	23.6666666666667	65.5	116	80.5	84.25	107.166666666667	58.5	87.4166666666667	65.6666666666667	60.25	7.75	63.25	42	334
GCF_019469545	1656	1545	1891025	1415835	0.748713	475190	0.251287	181.583333333333	1	41.8333333333333	65.8333333333333	0	21	0	27.5	22.5	113	10.6666666666667	0.5	5.66666666666667	22.6666666666667	65.5	113	79.1666666666667	82.5833333333333	107.5	58.5	86.0833333333333	63.1666666666667	60.25	7.75	61.75	40	317
GCF_021560595	1765	1658	1858156	1525972	0.8212292	332184	0.1787708	184.333333333333	1	52.3333333333333	70.8333333333333	0	21.5	0	38.5	24	118	11.5	0.5	6.5	21	67.5	108	84.6666666666667	83.8333333333333	122.166666666667	60	86	64.8333333333333	67	8.5	72.5	39	351
GCF_008330265	1700	1697	1862353	1419980	0.7624655	442373	0.2375345	182.166666666667	1	43.3333333333333	62.8333333333333	0	22.1666666666667	0	22	23	137.166666666667	7.5	0.5	1.5	27	74.3333333333333	1	80.8333333333333	83.0833333333333	135.083333333333	53.5	80.3333333333333	69.3333333333333	55.4166666666667	24	65.9166666666667	41	406
GCF_008330445	1702	1699	1862430	1426677	0.7660299	435753	0.2339701	182.166666666667	1	44.8333333333333	62.8333333333333	0	22.1666666666667	0	22	24.5	138.166666666667	7.5	0.5	1.5	27	74.3333333333333	1	80.8333333333333	83.4166666666667	136.416666666667	53.5	80.3333333333333	69.3333333333333	55.4166666666667	24	66.25	42	401
GCF_008330525	1701	1698	1862368	1420789	0.7628938	441579	0.2371062	181.166666666667	1	43.8333333333333	62.8333333333333	0	22.1666666666667	0	22	25.5	138.666666666667	7.5	0.5	1.5	26	74.3333333333333	1	80.8333333333333	85.0833333333333	136.083333333333	53.5	80.3333333333333	69.3333333333333	55.4166666666667	25	66.4166666666667	41	400
GCF_055391065	8369	8289	9167226	7650866	0.834589	1516360	0.165411	243.916666666667	0	478.833333333333	175.833333333333	0	45.8333333333333	0	205	412.333333333333	376.833333333333	85.5	0	22.5	107.333333333333	276.833333333333	127.333333333333	438.833333333333	414.666666666667	634.916666666667	107	289.75	432.666666666667	379.5	169.25	538.333333333333	326	2080
GCF_019469525	1673	1567	1893731	1449126	0.7652227	444605	0.2347773	181.583333333333	1	41.8333333333333	65.8333333333333	0	21	0	27.5	22.5	113.5	10.6666666666667	0.5	5.66666666666667	22.6666666666667	63.5	98	80.5	83.25	107.166666666667	58.5	87.4166666666667	66.1666666666667	61.25	7.75	64.25	39	342
GCF_008330405	1691	1688	1862215	1424152	0.7647624	438063	0.2352376	182.166666666667	1	43.8333333333333	62.8333333333333	0	22.1666666666667	0	22	25.5	139.666666666667	7.5	0.5	1.5	26	74.3333333333333	1	80.8333333333333	87.0833333333333	136.083333333333	53.5	80.3333333333333	69.3333333333333	55.4166666666667	25	65.4166666666667	42	386
GCF_008330485	1698	1695	1862129	1423376	0.764381	438753	0.235619	182.166666666667	1	44.8333333333333	62.8333333333333	0	22.1666666666667	0	22	25.5	137.666666666667	7.5	0.5	1.5	26	73.3333333333333	1	80.8333333333333	84.0833333333333	136.083333333333	53.5	80.3333333333333	69.3333333333333	55.4166666666667	23	66.4166666666667	41	400
GCF_012224465	1903	1900	2054227	1868887	0.9097763	185340	0.09022372	192.416666666667	1	62.3333333333333	70.3333333333333	0	20.8333333333333	0	31	32	143.333333333333	15.6666666666667	0.5	9.16666666666667	26.1666666666667	78.3333333333333	10	86.6666666666667	123.5	169.916666666667	66	102.25	75.8333333333333	77.3333333333333	14.75	89.6666666666667	43	361
GCF_019182265	1738	1637	1857929	1505191	0.8101445	352738	0.1898555	181.333333333333	1	51.3333333333333	69.3333333333333	0	21.5	0	37.5	24	118	11.5	0.5	6.5	21	66.5	102	84.6666666666667	84.3333333333333	122.166666666667	59	84	63.8333333333333	67	8.5	72.5	38	342
GCF_019469565	1772	1647	1892784	1547520	0.8175893	345264	0.1824107	184.333333333333	1	52.3333333333333	70.8333333333333	0	21.5	0	38.5	24	118	11.5	0.5	6.5	23	66.5	107	85	84.8333333333333	122.166666666667	60	86.3333333333333	64.8333333333333	67	8.5	72.8333333333333	39	356
GCF_026427395	1680	1567	1893440	1450056	0.7658315	443384	0.2341685	180.583333333333	1	42.8333333333333	64.8333333333333	0	21	0	28.5	22	113	10.6666666666667	0.5	5.66666666666667	22.6666666666667	65.5	113	79.5	84.25	105.666666666667	58.5	87.4166666666667	66.1666666666667	61.25	7.75	64.75	40	333
GCF_900637625	1257	1256	1667383	1429787	0.8575036	237596	0.1424964	145.333333333333	1	59.8333333333333	62.8333333333333	0	23	0	35.5	39.5	73.5	3	0	3	11	51	8	24.8333333333333	131	74.5	57.5	54.5	32.3333333333333	51	7	49.8333333333333	21	237
GCF_049262765	1173	1170	1549121	1348018	0.8701825	201103	0.1298175	143.833333333333	1	45.3333333333333	68.8333333333333	0	21.5	0	30	37	71.5	4	0	1.5	10.5	53	20	23	79.6666666666667	77.1666666666667	57.5	48	30.5	44.5	6	40.6666666666667	19	239
GCF_049262775	1275	1273	1664595	1431682	0.8600783	232913	0.1399217	148.333333333333	1	52.8333333333333	75.8333333333333	0	23	0	47.5	40.5	70	3	0	3.5	12.5	53	24.5	25	84	74.5	59	54.5	32.5	45	6	47	21	271
GCF_055392185	8384	8300	9167926	7661209	0.8356535	1506717	0.1643465	243.916666666667	0	477.833333333333	175.833333333333	0	45.8333333333333	0	206	412.333333333333	379.833333333333	85.5	0	22.5	107.333333333333	276.833333333333	132.333333333333	439.833333333333	415.666666666667	633.916666666667	106	289.75	431.666666666667	379.5	169.25	537.333333333333	327	2088
GCF_002990445	1766	1753	1900159	1643580	0.8649697	256579	0.1350303	204.75	1	77.3333333333333	94.3333333333333	0	29.1666666666667	0	40.5	41.3333333333333	129.666666666667	7.16666666666667	1	3.16666666666667	31.1666666666667	101.666666666667	47	92	92.6666666666667	138.916666666667	52.5	85.0833333333333	44.8333333333333	80.8333333333333	4.75	72.1666666666667	75	218
GCF_002989965	1817	1808	1940504	1669190	0.8601837	271314	0.1398163	200.75	1	75.3333333333333	111.833333333333	0	31.6666666666667	0	48.5	44.3333333333333	135.666666666667	7.66666666666667	1	2.66666666666667	33.6666666666667	101.166666666667	30	90.5	99.6666666666667	137.416666666667	52.5	84.5833333333333	44.8333333333333	81.3333333333333	3.75	70.1666666666667	73	254
GCF_003425605	1710	1704	1858630	1609584	0.8660056	249046	0.1339944	205.75	1	75.3333333333333	94.8333333333333	0	29.1666666666667	0	38.5	41.8333333333333	131.666666666667	7.16666666666667	1	3.16666666666667	32.1666666666667	102.666666666667	28	89	91.6666666666667	139.916666666667	53.5	85.0833333333333	45.8333333333333	78.8333333333333	4.75	68.1666666666667	74	187
GCF_051132455	1745	1742	1894438	1639644	0.8655042	254794	0.1344958	209.25	1	81.8333333333333	93.3333333333333	0	30.1666666666667	0	40.5	47.3333333333333	131.666666666667	7.16666666666667	1	3.16666666666667	27.6666666666667	98.6666666666667	30	93	104	141.25	54.5	88.5833333333333	43.8333333333333	91.8333333333333	4.75	64.5	76	180
GCF_034259125	3720	3716	4062896	3640133	0.8959454	422763	0.1040546	232	1	249.333333333333	127.833333333333	0	45.3333333333333	0	70	126	185.333333333333	49.5	1	19.5	61	128.5	15	185.166666666667	282.333333333333	300.333333333333	84	184.333333333333	165.666666666667	200.166666666667	82	227.666666666667	134	563
GCF_003031405	4223	4214	4803686	4254701	0.8857159	548985	0.1142841	240.75	1	307.333333333333	117.333333333333	0	39	0	103.5	178	203	51.6666666666667	1	11.1666666666667	46.8333333333333	148	48.6666666666667	239.166666666667	251.333333333333	358.083333333333	93.5	217.916666666667	216.833333333333	249.833333333333	88.75	279.333333333333	158	573
GCF_055382475	3692	3656	4053137	3600947	0.8884346	452190	0.1115654	233.75	1	217.833333333333	120.833333333333	0	44.3333333333333	0	72	183.5	194.333333333333	50.5	1	11	40.5	153	56	238.166666666667	180	309.75	92	184.75	176	195.166666666667	92.25	247.333333333333	132	465
GCF_055386945	3270	3257	3562246	3186883	0.8946274	375363	0.1053726	228.25	1	202.833333333333	113.333333333333	0	41.5	0	54	158.5	173	48.6666666666667	1	11.1666666666667	53.6666666666667	127	48	173	166.166666666667	252.916666666667	84.5	179.416666666667	136.166666666667	178.333333333333	65.25	209.333333333333	121	442
GCF_034498215	1396	1393	1568733	1369055	0.8727138	199678	0.1272862	153.833333333333	0	21.3333333333333	67.8333333333333	0	21	0	38	23	105.5	39.5	2	1.5	37.5	60.5	0	72.8333333333333	36.8333333333333	83.8333333333333	37.5	81.3333333333333	40	44	8.5	52.6666666666667	23	344
GCF_011458015	1398	1395	1563405	1366346	0.8739552	197059	0.1260448	152.833333333333	0	20.8333333333333	72.8333333333333	0	21	0	37	24.5	107.5	38.5	2	1.5	33.5	59.5	4	72.8333333333333	37.0833333333333	84.0833333333333	36.5	81.3333333333333	41	43.25	7.5	53.9166666666667	22	343
GCF_004102925	3458	3414	3551819	3208524	0.9033467	343295	0.09665329	199.666666666667	0	173.333333333333	142.833333333333	0	40	0	66	147	179	45.3333333333333	2	12.8333333333333	79.3333333333333	153.833333333333	66.5	130.333333333333	82.4166666666667	186.916666666667	60.5	123.333333333333	133.333333333333	191.75	44.5	183.25	185	829
GCF_011458095	1384	1381	1563292	1349562	0.8632821	213730	0.1367179	150.333333333333	0	20.8333333333333	71.8333333333333	0	20	0	38	24.5	103.5	38.5	2	1.5	33.5	59	4	70.8333333333333	37.0833333333333	83.0833333333333	36.5	80.3333333333333	41	43.25	7.5	52.9166666666667	22	342
GCF_011462575	1397	1394	1562072	1365257	0.8740039	196815	0.1259961	152.833333333333	0	20.8333333333333	72.8333333333333	0	20	0	38	24.5	106.5	38.5	2	1.5	33.5	59.5	4	72.8333333333333	37.0833333333333	84.0833333333333	36.5	81.3333333333333	40	43.25	6.5	53.9166666666667	22	345
GCF_030323565	1472	1462	1651345	1437002	0.870201	214343	0.129799	153.333333333333	0	21.8333333333333	68.8333333333333	0	23.5	0	40.5	24.5	104.5	40	2	1.5	41.5	60.5	10	74.3333333333333	37.0833333333333	82.0833333333333	37.5	83.3333333333333	43	44.75	6.5	54.9166666666667	23	393
GCF_052809345	4927	4911	5372200	4648846	0.8653524	723354	0.1346476	261.5	1	395.833333333333	146.833333333333	0	49.1666666666667	0	107.5	161.5	253.666666666667	42.1666666666667	2	19.6666666666667	72	169	26.8333333333333	240	541.083333333333	424.75	105	217	158.166666666667	286.75	99.5	263.083333333333	164	719
GCF_015285645	5098	5091	5517087	4769531	0.8645017	747556	0.1354983	263.5	1	419.833333333333	151.833333333333	0	49.6666666666667	0	114.5	172	260.666666666667	38.1666666666667	2	18.1666666666667	79.6666666666667	173.5	45.5	245.833333333333	532.5	470.666666666667	98	222.333333333333	158.666666666667	298	91.5	269.5	163	758
GCF_026000885	5002	4991	5289987	4619751	0.873301	670236	0.126699	260	1	406.833333333333	148.833333333333	0	47.1666666666667	0	111	159	252.666666666667	42.6666666666667	2	20.6666666666667	67	169.833333333333	57.8333333333333	241	532.583333333333	426.75	102.5	215.166666666667	154.166666666667	288.583333333333	88	258.75	172	776
GCF_053210215	5210	5139	5462487	4767743	0.8728154	694744	0.1271846	262.5	1	396.833333333333	156.333333333333	0	49.1666666666667	0	103.5	156	260.166666666667	39.1666666666667	2	17.1666666666667	67	167.333333333333	130.833333333333	241	521.583333333333	418.25	101	216.666666666667	153.166666666667	288.083333333333	88	258.25	180	935
GCF_038086925	2561	2530	2867184	2368498	0.8260712	498686	0.1739288	191.833333333333	0	168.166666666667	102.833333333333	0	38.3333333333333	0	91.5	69.8333333333333	118.333333333333	4	1.5	0.666666666666667	15.1666666666667	78.5	68	78.5	237.666666666667	168.166666666667	83.5	73.5	70	89.3333333333333	18.5	145.166666666667	118	530
GCF_039857935	2644	2637	2924444	2448731	0.8373322	475713	0.1626678	193.833333333333	0	180.666666666667	102.833333333333	0	37.8333333333333	0	112	77.3333333333333	135.333333333333	4	1.5	0.666666666666667	16.1666666666667	80.5	32	83.1666666666667	284.166666666667	166.666666666667	85.5	79	74.6666666666667	90.8333333333333	16.5	148.833333333333	118	522
GCF_002902825	2751	2709	3038767	2470390	0.812958	568377	0.187042	192.833333333333	0	174.666666666667	115.833333333333	0	35.3333333333333	0	87.5	75.8333333333333	126.333333333333	4	1.5	0.666666666666667	17.1666666666667	83.5	96	93.8333333333333	235	169	82	77	70.3333333333333	101.833333333333	15.5	158.333333333333	123	614
GCF_979258255	2892	2887	3012279	2666570	0.8852334	345709	0.1147666	191.333333333333	0	143.833333333333	117.833333333333	0	31.5	0	68	131.5	168	43.8333333333333	2	15.3333333333333	41.3333333333333	142.5	21	114	112.75	164.25	56.5	115.333333333333	133.666666666667	123.25	36.5	170.75	179	568
GCF_048629445	2653	2633	2987485	2486278	0.8322311	501207	0.1677689	193.833333333333	0	186.666666666667	99.8333333333333	0	39.1666666666667	0	107	79.6666666666667	136.166666666667	4	1.5	0.666666666666667	18.1666666666667	77.5	43	83.3333333333333	292.666666666667	166.666666666667	84.5	78.3333333333333	73	88.3333333333333	17.5	149.5	116	516
GCF_052567965	2661	2614	2959176	2446474	0.8267416	512702	0.1732584	190.833333333333	0	179.666666666667	106.833333333333	0	37.3333333333333	0	93.5	72.8333333333333	114.833333333333	4	1.5	0.666666666666667	15.1666666666667	79.5	85	76	258.666666666667	172.166666666667	83	77.5	69.5	93.8333333333333	18.5	150.166666666667	117	563
GCF_033977045	2674	2633	2972579	2453337	0.8253227	519242	0.1746773	192.333333333333	0	178.666666666667	105.833333333333	0	38.8333333333333	0	92	73.8333333333333	122.333333333333	4	1.5	0.666666666666667	15.1666666666667	78.5	85	79	255.666666666667	174.666666666667	83.5	75	71	93.8333333333333	18.5	148.166666666667	119	567
GCF_045061055	2701	2661	3004841	2481013	0.825672	523828	0.174328	192.333333333333	0	180.666666666667	107.833333333333	0	37.8333333333333	0	93.5	73.8333333333333	123.833333333333	4	1.5	0.666666666666667	14.1666666666667	79.5	84	79	263.666666666667	175.666666666667	82.5	77.5	71	95.3333333333333	18.5	151.166666666667	120	573
GCF_032248855	2700	2657	3009938	2475963	0.822596	533975	0.177404	192.333333333333	0	180.666666666667	107.833333333333	0	38.8333333333333	0	93.5	73.8333333333333	124.833333333333	4	1.5	0.666666666666667	15.1666666666667	79.5	87	79	261.666666666667	174.666666666667	83.5	77	71	95.3333333333333	18.5	148.666666666667	119	572
GCF_029010255	2640	2616	2991185	2472488	0.8265915	518697	0.1734085	192.833333333333	0	186.666666666667	99.8333333333333	0	37.6666666666667	0	106	78.6666666666667	136.166666666667	4	1.5	0.666666666666667	18.1666666666667	77.5	45	80.8333333333333	290.666666666667	165.666666666667	84.5	77.3333333333333	71.5	88.3333333333333	17.5	150	115	514
GCF_025946745	2983	2830	3247002	2661494	0.8196774	585508	0.1803226	193.833333333333	0	202.666666666667	122.833333333333	0	38.8333333333333	0	88.5	84.8333333333333	140.333333333333	3	1.5	0.666666666666667	17.1666666666667	83.5	101	101.166666666667	303.333333333333	184.833333333333	81	78.5	75.1666666666667	113.833333333333	18	169.5	127	652
GCF_051549825	2695	2649	3007145	2485094	0.8263965	522051	0.1736035	192.333333333333	0	180.666666666667	107.833333333333	0	38.8333333333333	0	93.5	73.8333333333333	124.833333333333	4	1.5	0.666666666666667	15.1666666666667	79.5	86	79	263.666666666667	175.666666666667	83.5	77.5	71	95.3333333333333	18.5	151.166666666667	119	562
GCF_030770335	2727	2706	3046355	2554993	0.8387049	491362	0.1612951	194.333333333333	0	186.166666666667	99.8333333333333	0	41.8333333333333	0	114.5	72.8333333333333	134.833333333333	4.5	1.5	0.666666666666667	17.1666666666667	76.5	54	83.8333333333333	291.166666666667	167.666666666667	83	80.3333333333333	70	101.833333333333	20.5	145	119	566
GCF_035928125	2593	2573	2944213	2447099	0.8311556	497114	0.1688444	193.833333333333	0	184.666666666667	96.8333333333333	0	39.1666666666667	0	105	78.6666666666667	134.166666666667	4	1.5	0.666666666666667	18.1666666666667	77.5	31	83.3333333333333	291.666666666667	165.166666666667	84.5	78.3333333333333	73	87.8333333333333	17.5	151.5	114	481
GCF_001506225	1578	1578	1633831	1439907	0.8813072	193924	0.1186928	162.5	0	35.8333333333333	61.3333333333333	0	19.1666666666667	0	28.5	48.8333333333333	126.666666666667	39	2	1	24.5	74.6666666666667	24	97.8333333333333	43.9166666666667	117.916666666667	48.5	90	37.5	82.5833333333333	6	70.75	39	296
GCF_054953045	2708	2666	3005700	2484927	0.8267382	520773	0.1732618	192.333333333333	0	180.666666666667	107.833333333333	0	38.8333333333333	0	93.5	73.8333333333333	124.833333333333	4	1.5	0.666666666666667	15.1666666666667	79.5	86	79	263.666666666667	175.666666666667	83.5	77.5	71	95.3333333333333	18.5	150.166666666667	119	576
GCF_009913655	2929	2920	3223643	2691563	0.8349445	532080	0.1650555	201.833333333333	0	246.166666666667	102.833333333333	0	36.8333333333333	0	66	102.333333333333	153.333333333333	10.8333333333333	1.5	1.5	22	87.8333333333333	30	105	275.916666666667	193.916666666667	94	112.5	88.6666666666667	108.916666666667	19.5	170.583333333333	125	572
GCF_024732385	2928	2924	3197263	2645096	0.8273001	552167	0.1726999	200.833333333333	1	243.666666666667	106.833333333333	0	36.6666666666667	0	63	98.6666666666667	149.666666666667	10.3333333333333	1.5	1.5	21.5	92.5	27	99.6666666666667	249.916666666667	195.916666666667	93	102.5	90.6666666666667	103.583333333333	18.5	174.583333333333	120	625
GCF_014041895	2932	2923	3231383	2696266	0.8344	535117	0.1656	201.833333333333	0	257.166666666667	105.333333333333	0	36.3333333333333	0	65	100.833333333333	153.833333333333	10.8333333333333	1.5	1.5	22	89	28.5	106.166666666667	266.916666666667	193.416666666667	93.5	101	93.1666666666667	107.583333333333	23.5	176.083333333333	123	574
GCF_024969905	2995	2993	3263539	2716891	0.8324984	546648	0.1675016	198.833333333333	0	256.666666666667	106.333333333333	0	38.1666666666667	0	62	102.166666666667	157.166666666667	11.3333333333333	1.5	1.5	22.5	89	24.5	107.166666666667	269.166666666667	198.166666666667	92	101.5	89.1666666666667	105.833333333333	22.5	175.833333333333	128	634
GCF_024970145	3002	2992	3255701	2722848	0.8363323	532853	0.1636677	200.833333333333	0	252.666666666667	107.333333333333	0	37.1666666666667	0	62	104.166666666667	161.166666666667	10.8333333333333	1.5	1.5	21	89	31.5	105.166666666667	276.416666666667	192.916666666667	91.5	101.5	90.6666666666667	105.583333333333	23.5	175.083333333333	124	635
GCF_029834415	2993	2989	3304238	2746201	0.8311148	558037	0.1688852	201.833333333333	0	253.666666666667	106.833333333333	0	37.8333333333333	0	66	101.833333333333	156.333333333333	10.8333333333333	1.5	1.5	23	89.3333333333333	29.5	104	266.416666666667	196.916666666667	94	112.5	86.6666666666667	113.416666666667	19.5	174.583333333333	128	617
GCF_047041085	2916	2914	3207611	2661418	0.8297197	546193	0.1702803	200.833333333333	0	251.166666666667	103.833333333333	0	34.8333333333333	0	66	100.833333333333	142.833333333333	10	1.5	1.16666666666667	21.6666666666667	89.8333333333333	37.5	104	279.916666666667	197.416666666667	93	111	88.6666666666667	107.416666666667	17.5	164.083333333333	125	566
GCF_049330845	3013	3001	3306720	2747684	0.8309394	559036	0.1690606	199.083333333333	0	260.166666666667	105.833333333333	0	37.8333333333333	0	69	102.833333333333	158.333333333333	9.83333333333333	1.5	1.5	21	90.3333333333333	33	109.166666666667	281.916666666667	199.166666666667	94	110.416666666667	95.6666666666667	107.416666666667	20.75	171.25	130	603
GCF_056270385	2923	2918	3198182	2645215	0.8270996	552967	0.1729004	200.833333333333	1	243.666666666667	106.833333333333	0	36.6666666666667	0	63	98.6666666666667	149.666666666667	10.3333333333333	1.5	1.5	21.5	92.5	28	99.6666666666667	249.916666666667	195.916666666667	93	102.5	90.6666666666667	103.583333333333	18.5	174.583333333333	120	619
GCF_001506305	1627	1627	1667602	1487298	0.8918783	180304	0.1081217	164.5	0	35.3333333333333	64.8333333333333	0	19.1666666666667	0	29.5	48.8333333333333	126.666666666667	40	2	1.5	31	75.1666666666667	25.5	97.8333333333333	43.9166666666667	118.916666666667	49.5	92	36.5	83.5833333333333	6	70.75	40	324
GCF_046529775	1791	1787	1991562	1723305	0.8653032	268257	0.1346968	182.333333333333	0	115.166666666667	88.8333333333333	0	26.5	0	45.5	60.3333333333333	97	7	1.5	0.666666666666667	16.1666666666667	60	19.5	53.8333333333333	162.833333333333	109.333333333333	79	47.6666666666667	51.6666666666667	58.5	10	93.6666666666667	69	335
GCF_023614485	1752	1713	2040475	1539854	0.7546547	500621	0.2453453	174.833333333333	0	92.1666666666667	82.8333333333333	0	28.5	0	58.5	45.8333333333333	80	4.5	1.5	1.16666666666667	13.1666666666667	65	123	38.6666666666667	86.5	89.5	79	54.3333333333333	55.8333333333333	60	6.5	86.6666666666667	53	371
GCF_902386585	1770	1732	2058319	1546953	0.7515613	511366	0.2484387	175.833333333333	0	93.1666666666667	82.8333333333333	0	28.5	0	61	44.8333333333333	83	4.5	1.5	1.16666666666667	13.1666666666667	65	119	38.6666666666667	87.5	90.5	81.5	54.3333333333333	54.8333333333333	60	6.5	87.6666666666667	54	381
GCF_032917925	1792	1789	2030912	1721310	0.8475552	309602	0.1524448	180.333333333333	0	114.666666666667	90.3333333333333	0	26.5	0	45.5	59.3333333333333	96.5	6.5	1.5	0.666666666666667	17.1666666666667	59	19.5	53.8333333333333	158.833333333333	108.833333333333	78	48.1666666666667	48.6666666666667	57.5	10	94.6666666666667	69	347
GCF_025960345	1811	1797	2005800	1711661	0.8533558	294139	0.1466442	179.333333333333	0	115.666666666667	82.8333333333333	0	26.3333333333333	0	48.5	77.8333333333333	114.833333333333	4.5	1.5	1.66666666666667	13.1666666666667	48.5	54	47.3333333333333	134.333333333333	140.833333333333	71	53.1666666666667	60.6666666666667	59.3333333333333	7.5	89.1666666666667	58	321
